Fecha Cotización;Apertura;Máximo;Mínimo;Cierre;Cierre ajustado;Volumen Monto;Volumen Nominal
27/2/2014;261,25;261,9;248,33;252,54;252,54;30;17925464
26/2/2014;258,58;265;247,5;253;253;120;23959695
25/2/2014;230;259,2;228,45;248;248;278;32626725
24/2/2014;208,76;218,36;208,32;217,65;217,65;500;8284320
21/2/2014;211,64;213,98;209,19;209,6;209,6;1500;7814182
20/2/2014;215,01;215,21;206,27;209,97;209,97;12;17990304
19/2/2014;203,7;203,7;193,41;193,64;193,64;76;15738949
18/2/2014;205,24;206;201,36;203,7;203,7;30;9320878
14/2/2014;198,1;201,88;197;198,23;198,23;140;6161903
13/2/2014;193,34;202,72;193,25;199,63;199,63;300;8018662
12/2/2014;195,78;198,27;194,32;195,32;195,32;100;5170017
11/2/2014;198,97;202,2;192,7;196,62;196,62;155;10678676
10/2/2014;189,34;199,3;189,32;196,56;196,56;200;12957949
7/2/2014;181,01;186,63;179,6;186,53;186,53;81;8940806
6/2/2014;176,3;180,11;176;178,38;178,38;103;5839352
5/2/2014;178,3;180,59;169,36;174,42;174,42;200;7266929
4/2/2014;180,7;181,6;176,2;178,73;178,73;500;4684765
3/2/2014;182,89;184,88;175,16;177,11;177,11;15;6759990
31/1/2014;178,85;186;178,51;181,41;181,41;407;6502705
30/1/2014;178;184,78;177,01;182,84;182,84;100;8546908
29/1/2014;175,3;179,09;173,13;175,23;175,23;54;5921131
28/1/2014;171,5;178,98;171;178,38;178,38;125;6078769
27/1/2014;175,16;177,92;164,71;169,62;169,62;50;8695262
24/1/2014;177,85;180,48;173,53;174,6;174,6;2308;7674224
23/1/2014;177,23;182,38;173,42;181,5;181,5;450;7845247
22/1/2014;177,81;180,32;174,76;178,56;178,56;50;7019659
21/1/2014;171,24;177,29;170,81;176,68;176,68;100;9549112
17/1/2014;170,19;173,2;167,95;170,01;170,01;900;9177963
16/1/2014;162,5;172,7;162,4;170,97;170,97;200;11951043
15/1/2014;168,45;172,23;162,1;164,13;164,13;200;20456746
14/1/2014;140,5;162;136,67;161,27;161,27;50;27463223
13/1/2014;145,78;147;140,55;140,55;140,55;100;3954419
10/1/2014;148,46;148,9;142,25;145,72;145,72;50;7440808
9/1/2014;152,5;153,43;146,85;147,53;147,53;100;5367843
8/1/2014;148,85;153,7;148,76;151,28;151,28;100;6154140
7/1/2014;147,62;150,4;145,25;149,36;149,36;83;5021388
6/1/2014;150;150,4;145,24;147;147;100;5357664
3/1/2014;150;152,19;148,6;149,56;149,56;100;4684858
2/1/2014;149,8;152,48;146,55;150,1;150,1;15;6187717
31/12/2013;152,32;153,2;148,66;150,43;150,43;7500;4251176
30/12/2013;151,12;154,81;150,75;152,44;152,44;4;4460848
27/12/2013;155,3;155,5;150,8;151,12;151,12;194;5458060
26/12/2013;155,04;158;154,29;155,5;155,5;876;7098611
24/12/2013;150;154,97;149,82;151,41;151,41;200;9941285
23/12/2013;144,85;146,24;142,6;143,55;143,55;100;5287056
20/12/2013;141,58;144,35;141,58;143,24;143,24;100;7318689
19/12/2013;146,9;147;139,1;140,72;140,72;45;12676868
18/12/2013;152,24;154,9;145,95;147,98;147,98;51;11560630
17/12/2013;147,58;154,63;146,32;152,46;152,46;51;10468790
16/12/2013;148,48;150,43;146,1;147,94;147,94;30;6659240
13/12/2013;148,05;151,8;147,32;147,65;147,65;100;10583903
12/12/2013;139,7;148,24;138,53;147,47;147,47;100;10737931
11/12/2013;141,88;143,05;139,49;139,65;139,65;100;7126817
10/12/2013;140,05;145,87;139,86;142,19;142,19;100;10723031
9/12/2013;137;141,7;134,21;141,6;141,6;300;9010175
6/12/2013;141,51;142,49;136,3;137,36;137,36;200;7877928
5/12/2013;140,15;143,35;139,5;140,48;140,48;200;9271276
4/12/2013;144,32;144,43;137,13;138,95;138,95;200;13118996
3/12/2013;132,68;144,94;131,59;144,7;144,7;1020;25519514
2/12/2013;126,35;128,55;123,93;124,17;124,17;500;7622032
29/11/2013;129,77;130,59;126,98;127,28;127,28;500;9712619
27/11/2013;121,31;126,95;119,52;126,94;126,94;500;12339130
26/11/2013;119,38;122,72;116,1;120,5;120,5;150;13864438
25/11/2013;124,5;125,84;120,3;120,84;120,84;377;10257090
22/11/2013;121,58;122,75;117,93;121,38;121,38;100;11091774
21/11/2013;122,89;124,79;120,25;122,1;122,1;100;11889469
20/11/2013;126,08;127,45;119,06;121,11;121,11;200;13822530
19/11/2013;119,43;129;119,22;126,09;126,09;100;19756345
18/11/2013;135,27;135,45;119,61;121,58;121,58;300;23030149
15/11/2013;136,85;137,95;134,35;135,45;135,45;100;9861036
14/11/2013;138,92;140,4;134,11;137,6;137,6;900;12155520
13/11/2013;140,84;142,37;136,34;138,7;138,7;200;12603235
12/11/2013;144,69;144,7;136,18;137,8;137,8;100;14811061
11/11/2013;141;145,42;137,1;144,7;144,7;100;13961110
8/11/2013;136,48;140,6;132,32;137,95;137,95;100;22435297
7/11/2013;144,19;145,65;137,62;139,77;139,77;300;22164299
6/11/2013;154,81;160,73;146,36;151,16;151,16;100;31038263
5/11/2013;180;181,43;171,36;176,81;176,81;100;21274100
4/11/2013;165;175,39;164,22;175,2;175,2;100;13036489
1/11/2013;163;165,9;160,41;162,17;162,17;100;7160361
31/10/2013;155,67;162,44;153,3;159,94;159,94;100;9333845
30/10/2013;164,63;167,68;158,17;159,22;159,22;200;8380986
29/10/2013;162,76;165,45;153;164,47;164,47;100;14085075
28/10/2013;170,18;170,5;162,2;162,86;162,86;165;7809402
25/10/2013;174,21;174,5;166,8;169,66;169,66;100;7578253
24/10/2013;165;174,5;162,83;173,15;173,15;139;10783802
23/10/2013;168,91;171,81;160,15;164,5;164,5;100;13320415
22/10/2013;170,5;177,78;166,11;171,54;171,54;200;11385931
21/10/2013;183,28;183,39;171;172,6;172,6;100;11517401
18/10/2013;184,15;185,96;182,52;183,4;183,4;200;5907502
17/10/2013;183,54;184,8;180,99;182,8;182,8;830;6693139
16/10/2013;184,9;187,3;182,09;183,56;183,56;275;8191859
15/10/2013;185,28;188,79;183,18;183,94;183,94;200;10956153
14/10/2013;175;182,5;174,15;179,72;179,72;149;7758927
11/10/2013;172,75;179,29;171,2;178,7;178,7;250;8296683
10/10/2013;173,09;175,75;169,69;172,93;172,93;100;8836616
9/10/2013;174,73;174,99;161,5;168,78;168,78;100;15301216
8/10/2013;184,4;185,93;173,21;174,73;174,73;100;13731005
7/10/2013;182,46;186,73;180,26;183,07;183,07;2100;11463995
4/10/2013;176,4;181,18;172,65;180,98;180,98;100;14369837
3/10/2013;175,05;179,69;168;173,31;173,31;959;23781084
2/10/2013;188,59;191,83;175,4;180,95;180,95;150;20724564
1/10/2013;193,96;194,23;188,37;193;193;100;7755644
30/9/2013;189;194,5;188;193,37;193,37;411;8924705
27/9/2013;187,52;191,28;186,43;190,75;190,75;100;4053234
26/9/2013;186,7;189,68;185,61;188,64;188,64;100;6614393
25/9/2013;183,56;186,3;180,5;185,32;185,32;100;7861027
24/9/2013;181,11;0;0;181,11;181,11;200;75520
23/9/2013;184,48;185,48;177,11;178,12;178,12;0;4319333
20/9/2013;178,9;185,83;178,56;183,39;183,39;1000;13376705
19/9/2013;170,8;180,47;169,08;177,92;177,92;200;15577656
18/9/2013;167,07;167,45;164,2;166,22;166,22;425;5329797
17/9/2013;165,08;168,42;163,36;166,23;166,23;200;5496924
16/9/2013;168;170,85;165,85;166,58;166,58;200;7579727
13/9/2013;162,77;166,37;162,16;165,54;165,54;1900;5400043
12/9/2013;164;166,76;160,51;164,93;164,93;100;6102045
11/9/2013;166,41;167,9;162,13;163,52;163,52;100;5816443
10/9/2013;161,45;167,5;160,63;166,37;166,37;200;8955540
9/9/2013;163,12;164,5;158,51;160,7;160,7;200;14319026
6/9/2013;168,57;169,7;165,15;166,97;166,97;100;8602667
5/9/2013;170,1;171,5;168,25;169,93;169,93;300;6685292
4/9/2013;169,77;171,62;165,56;170,62;170,62;100;11447537
3/9/2013;173,4;173,7;166,4;168,94;168,94;1500;12021471
30/8/2013;166,37;169,21;163,96;169;169;300;11001517
29/8/2013;164,22;167,75;162,51;166,06;166,06;199;9436045
28/8/2013;169,06;171,5;163,25;166,45;166,45;700;14715440
27/8/2013;162,3;168,8;160,95;167,01;167,01;100;17516967
26/8/2013;165,15;173;160,25;164,22;164,22;500;24073329
23/8/2013;157;162,3;155;161,84;161,84;100;12917606
22/8/2013;149,22;157,48;148,14;157,1;157,1;100;10544324
21/8/2013;150;150,31;146,25;147,86;147,86;100;6250198
20/8/2013;148,65;149,78;147;149,58;149,58;154;6396608
19/8/2013;143,43;147,38;142,83;144,9;144,9;591;8022904
16/8/2013;141,63;143,91;140,97;142;142;325;7094717
15/8/2013;136,43;143,6;135;139,67;139,67;175;10179248
14/8/2013;142,72;144,84;138,05;139,36;139,36;300;11680712
13/8/2013;149,5;149,84;144,45;145,43;145,43;100;8725761
12/8/2013;149,43;150,5;142,05;147,38;147,38;100;14887928
9/8/2013;152,4;155,95;151,25;153;153;110;8927056
8/8/2013;154,36;158,88;150,46;154,24;154,24;100;24565217
7/8/2013;141,89;141,95;132,36;134,23;134,23;100;17877818
6/8/2013;144,75;145,73;141,1;145,12;145,12;100;6403761
5/8/2013;140,01;144,89;139,65;144,68;144,68;100;10173960
2/8/2013;134,59;138,25;133,61;138;138;500;6225131
1/8/2013;135;136,52;132,63;135,55;135,55;200;5307791
31/7/2013;132,57;134,98;131,45;134,28;134,28;200;6338258
30/7/2013;134,8;137,49;128,18;131,74;131,74;150;13119915
29/7/2013;129,32;135,37;128,25;134,62;134,62;200;9678885
26/7/2013;128,14;130,68;126,61;129,39;129,39;213;9628902
25/7/2013;120,4;124,75;120,19;124,07;124,07;150;5284024
24/7/2013;124,47;124,5;119,56;121,7;121,7;300;6866543
23/7/2013;124;125,56;121,82;122,74;122,74;100;7735916
22/7/2013;119,89;126,68;119,88;122,43;122,43;225;9797418
19/7/2013;118,5;120,55;116,51;119,68;119,68;800;5885063
18/7/2013;120,97;122,73;116,18;119,03;119,03;149;11366840
17/7/2013;106,52;121,62;104,5;120,25;120,25;100;26001793
16/7/2013;126,28;126,32;107,3;109,05;109,05;200;32331058
15/7/2013;133,03;133,26;126,82;127,26;127,26;570;9917174
12/7/2013;125,5;129,94;124,51;129,9;129,9;300;11342287
11/7/2013;124,88;126,09;122,35;125,61;125,61;167;7480691
10/7/2013;123,19;123,25;120,79;122,27;122,27;300;5692372
9/7/2013;124,64;125,32;121,91;123,45;123,45;100;8568475
8/7/2013;121,37;122,18;118,82;121,61;121,61;350;7805013
5/7/2013;118,32;120,28;115,7;120,09;120,09;283;6815515
3/7/2013;118;119,25;114,27;115,24;115,24;100;4806662
2/7/2013;118,26;121,89;115,5;117,82;117,82;100;12063377
1/7/2013;109,36;117,77;109,15;117,18;117,18;410;10885773
28/6/2013;108,57;109,44;106,71;107,36;107,36;375;5748178
27/6/2013;106,75;110,25;106,13;109,25;109,25;700;8743657
26/6/2013;103,8;105,87;102,66;105,72;105,72;500;6596468
25/6/2013;103,1;104,2;100,55;102,4;102,4;152;5845857
24/6/2013;96,5;102,87;95,3;101,49;101,49;100;7116872
21/6/2013;103,7;103,7;97,5;99,55;99,55;1075;11703560
20/6/2013;104,65;107,13;99,45;100,65;100,65;200;10104462
19/6/2013;102,06;106,67;102,01;104,68;104,68;119;8578411
18/6/2013;101,75;103,98;99,2;103,39;103,39;200;8793533
17/6/2013;103,6;104,75;101,2;102,2;102,2;100;7063642
14/6/2013;100;102,52;99,33;100,3;100,3;100;6561648
13/6/2013;99;99,28;95,12;98,18;98,18;721;5961343
12/6/2013;96,8;100,48;95,75;97,73;97,73;103;9184600
11/6/2013;98,18;98,68;94,05;94,47;94,47;155;7391770
10/6/2013;98,93;102,52;98,57;100,05;100,05;300;9207440
7/6/2013;98;102,9;96,7;102,04;102,04;100;10706279
6/6/2013;95,25;99,27;95,11;97,35;97,35;100;9509645
5/6/2013;93,66;97,97;89,11;95,37;95,37;200;12209564
4/6/2013;92,75;96,42;92,4;94,84;94,84;200;8842314
3/6/2013;97,62;97,62;88,25;92,59;92,59;100;19134766
31/5/2013;106,26;106,44;97,73;97,76;97,76;100;15146821
30/5/2013;102,46;109,54;101,2;104,95;104,95;500;16130720
29/5/2013;113,55;114,9;99;104,63;104,63;200;25062977
28/5/2013;101,55;110,75;100,3;110,33;110,33;100;19600841
24/5/2013;92,6;97,95;92;97,08;97,08;300;16071624
23/5/2013;84,81;93,01;83,05;92,73;92,73;440;12015701
22/5/2013;86,37;90,96;85,5;87,24;87,24;100;8563886
21/5/2013;88,5;89,99;85,28;87,59;87,59;100;8996546
20/5/2013;91,12;92,5;88,63;89,94;89,94;100;8326951
17/5/2013;92,5;94,44;87,5;91,5;91,5;1192;18986877
16/5/2013;94,7;95;88,66;92,25;92,25;500;21581046
15/5/2013;81,8;86,88;78,11;84,84;84,84;600;16647678
14/5/2013;94,22;97,12;81,15;83,24;83,24;100;37112552
13/5/2013;80,99;88;79,15;87,8;87,8;400;22363367
10/5/2013;69,65;81;69,25;76,76;76,76;1000;25074237
9/5/2013;70,12;75,77;63,69;69,4;69,4;100;28556186
8/5/2013;57,5;58,2;55,71;55,79;55,79;200;5877461
7/5/2013;62;62,37;55,12;55,51;55,51;100;9986441
6/5/2013;56,39;59,66;55,5;59,5;59,5;500;4365030
3/5/2013;56,47;56,47;54,5;54,55;54,55;100;3378303
2/5/2013;53,85;55,27;53,7;54,11;54,11;100;3045769
1/5/2013;55,99;55,99;53;53,28;53,28;13077;2742593
30/4/2013;56;58,18;53,76;53,99;53,99;100;5522548
29/4/2013;51,76;54,99;51,2;54,94;54,94;100;3638481
26/4/2013;53,13;53,74;50,62;51,2;51,2;100;3620350
25/4/2013;50,5;52,4;50,5;52;52;229;2795635
24/4/2013;50,9;51,05;48,98;50,43;50,43;140;2629908
23/4/2013;51;52,92;50,66;51,01;51,01;1730;3733250
22/4/2013;48,6;50,2;47,75;50,19;50,19;2879;3939327
19/4/2013;47,46;49,88;47,07;47,83;47,83;100;3011536
18/4/2013;45,98;47,6;45,39;46,97;46,97;400;3367887
17/4/2013;45,5;45,95;44,54;45,45;45,45;2435;2118428
16/4/2013;44,19;46,14;43,91;45,59;45,59;5893;3180338
15/4/2013;43,5;43,8;42,51;43,3;43,3;3404;1681184
12/4/2013;43,25;45,14;43,05;43,75;43,75;2300;3148872
11/4/2013;42,06;44,55;41,75;43,59;43,59;280;3446742
10/4/2013;40,7;42,01;40,61;41,86;41,86;591;2121088
9/4/2013;41,8;41,83;40,33;40,5;40,5;200;1696036
8/4/2013;41,97;42,55;41,51;41,83;41,83;2857;1679001
5/4/2013;42;42;40,5;41,37;41,37;100;1552097
4/4/2013;41,11;42,25;40,81;42,01;42,01;900;2264742
3/4/2013;43,1;43,47;40,21;41,1;41,1;350;5643555
2/4/2013;43,6;45,5;43,51;44,34;44,34;135;6614563
1/4/2013;42,36;46,68;41,7;43,93;43,93;100;14091889
28/3/2013;38,23;38,24;37,75;37,89;37,89;900;1158652
27/3/2013;37,94;38,38;37,31;38,16;38,16;100;1296283
26/3/2013;37,98;38,22;37,66;37,86;37,86;110;1805847
25/3/2013;37,1;38,52;36,77;37,53;37,53;100;2375218
22/3/2013;36,2;36,8;36,2;36,62;36,62;2427;442535
21/3/2013;35,95;37,06;35,74;36,01;36,01;2854;1146287
20/3/2013;35,26;36,07;35,16;35,95;35,95;2921;1422984
19/3/2013;35,25;35,6;34,94;35,08;35,08;100;1083865
18/3/2013;35,3;36,06;34,92;35,15;35,15;265;1316036
15/3/2013;36,64;36,65;35,21;35,29;35,29;7414;3279577
14/3/2013;38,9;38,91;36,77;36,85;36,85;100;2020811
13/3/2013;39;39,49;38,81;38,98;38,98;450;851986
12/3/2013;38,9;39,38;38,85;39,12;39,12;1854;1274426
11/3/2013;38,87;39,44;38,65;39,1;39,1;2659;1579440
8/3/2013;38,06;39,44;37,36;38,47;38,47;100;912052
7/3/2013;37,73;38,65;36,88;38,23;38,23;560;1150823
6/3/2013;37,01;37,88;36,97;37,69;37,69;100;1149925
5/3/2013;36;36,92;35,79;36,65;36,65;2300;2084311
4/3/2013;34,77;35,83;34,7;35,58;35,58;100;1757660
1/3/2013;35;35,08;34,25;34,65;34,65;500;1546200
28/2/2013;35,89;36,1;34,37;34,83;34,83;1241;1963093
27/2/2013;34,41;35,41;34,4;35,1;35,1;200;1959129
26/2/2013;34,46;34,96;33,8;34,43;34,43;100;2760051
25/2/2013;36,15;36,75;34,34;34,38;34,38;200;2883546
22/2/2013;35,72;36,39;35,6;36,11;36,11;500;2536825
21/2/2013;36,49;37,39;34,54;35,16;35,16;100;9034700
20/2/2013;39,3;39,65;38,46;38,54;38,54;100;2971418
19/2/2013;37,36;39,29;37,31;39,28;39,28;131;2699671
15/2/2013;38,5;38,51;36,95;37,04;37,04;1880;2013495
14/2/2013;38,64;38,75;38,21;38,3;38,3;267;987877
13/2/2013;38,3;39;38,05;38,45;38,45;930;966302
12/2/2013;38,45;38,87;37,29;37,89;37,89;310;2246588
11/2/2013;37,98;39,15;37,5;38,42;38,42;482;3265448
8/2/2013;39,45;40;39,14;39,24;39,24;100;1139183
7/2/2013;39,19;39,68;38,95;39,48;39,48;100;1196521
6/2/2013;38,18;39,39;37,9;39,17;39,17;100;1892448
5/2/2013;38;38,65;37,68;38,13;38,13;150;1310192
4/2/2013;38,4;38,42;37,59;37,74;37,74;800;1127989
1/2/2013;38,17;38,5;37,62;38,29;38,29;300;1085561
31/1/2013;37,87;37,87;36,93;37,51;37,51;2887;901118
30/1/2013;37,85;38;37,43;37,52;37,52;10232;967698
29/1/2013;38,1;38,44;37,13;37,95;37,95;5300;1426503
25/1/2013;37;37,54;36,8;36,98;36,98;200;1287703
24/1/2013;36;37,72;35,84;36,99;36,99;100;1970389
23/1/2013;35,02;36,24;34,96;36;36;1000;1562752
22/1/2013;34,56;35,55;34,26;35,19;35,19;20241;1920031
17/1/2013;34,16;34,85;33,92;34,38;34,38;550;1319262
16/1/2013;33,85;34,23;33,73;34,1;34,1;900;1378138
15/1/2013;33,11;34,25;33,08;33,9;33,9;348;1623845
14/1/2013;33,08;33,38;32,85;33,26;33,26;300;925018
11/1/2013;34,04;34,04;32,11;32,91;32,91;100;1562974
10/1/2013;33,87;33,99;33,38;33,53;33,53;23919;917955
9/1/2013;34,01;34,19;33,4;33,64;33,64;300;637043
8/1/2013;34,5;34,5;33,11;33,66;33,66;16600;1210510
4/1/2013;34,8;34,8;33,92;34,4;34,4;3100;673493
2/1/2013;35;35,45;34,71;35,36;35,36;400;1194710
31/12/2012;33;33,97;33;33,87;33,87;100;594846
28/12/2012;33,38;33,65;33,02;33,22;33,22;510;414035
27/12/2012;33,5;33,91;33;33,69;33,69;11729;561085
26/12/2012;33,96;34,5;33,5;33,66;33,66;345;567083
24/12/2012;33,64;34,35;33,55;34,3;34,3;100;365316
21/12/2012;33,94;34,17;33,58;34;34;6536;1492306
20/12/2012;34,51;34,79;34,05;34,41;34,41;100;905148
19/12/2012;34,75;35,26;34,52;34,61;34,61;420;1269531
18/12/2012;34,26;35,07;34,26;34,59;34,59;100;1553836
17/12/2012;33,77;34,5;33,75;34,4;34,4;100;781214
14/12/2012;33,78;34,4;33,59;33,81;33,81;1800;1022743
13/12/2012;35,26;35,3;32,75;33,61;33,61;150;2150494
12/12/2012;35,21;35,8;34,95;35,26;35,26;450;2063727
11/12/2012;34,6;35,5;34,46;35,28;35,28;50000;1572310
10/12/2012;34,43;34,8;34,18;34,57;34,57;190;929551
7/12/2012;34,3;34,49;33,85;34,17;34,17;900;663686
6/12/2012;33,82;34,8;33,5;33,9;33,9;100;657256
5/12/2012;33,82;34,19;33,58;33,71;33,71;100;657986
4/12/2012;34,08;34,8;33,55;33,9;33,9;430;1263240
3/12/2012;33,89;35;33,5;34,62;34,62;21785;2085539
30/11/2012;33,63;34,28;33,01;33,82;33,82;208;1419284
29/11/2012;33,44;34;32,87;33,69;33,69;170;1103015
28/11/2012;32;34,29;31,91;33,23;33,23;37101;1525099
27/11/2012;32,13;32,66;31,52;32,15;32,15;460;910770
26/11/2012;32,1;32,3;31,62;32,27;32,27;600;495739
23/11/2012;32,6;32,83;31,7;32,11;32,11;1140;422380
21/11/2012;32,61;33,47;32,29;32,47;32,47;500;963133
20/11/2012;32,8;33,1;31,91;33;33;164;922327
19/11/2012;32,07;33,25;31,84;32,92;32,92;19742;1392168
16/11/2012;31,15;32;30,59;31,84;31,84;639;908650
15/11/2012;31,3;31,44;30,5;30,82;30,82;92400;983591
14/11/2012;31,96;32,12;31,2;31,38;31,38;300;871215
13/11/2012;31,29;32;30,72;31,61;31,61;180;998263
12/11/2012;30,29;31,42;30,16;31,07;31,07;150;555896
9/11/2012;30,6;30,93;29,85;30,32;30,32;100;854306
8/11/2012;31,01;31,88;30,94;31,31;31,31;281;1273986
7/11/2012;31;32,05;30,81;31,51;31,51;9000;1657328
6/11/2012;30,61;31,2;29,95;31,15;31,15;2550;2323143
5/11/2012;29,8;31,58;29,33;31,5;31,5;4420;2048267
2/11/2012;29,27;29,55;28,55;28,92;28,92;1585;1030265
1/11/2012;28,25;29,49;28,2;29,25;29,25;3794;1024054
31/10/2012;27,7;28,35;27,37;28,13;28,13;353;775142
26/10/2012;27,53;27,8;27,02;27,29;27,29;100;358342
25/10/2012;27,8;27,8;27,45;27,52;27,52;2262;577686
24/10/2012;28,52;28,52;27,25;27,42;27,42;1000;1016368
23/10/2012;27,38;28,56;27,37;28,39;28,39;520;699831
22/10/2012;27,99;28;27,36;27,85;27,85;100;470198
19/10/2012;27,83;28,2;27,3;27,74;27,74;4866;1027302
18/10/2012;28,99;28,99;27,78;28,04;28,04;200;740947
17/10/2012;28,25;28,84;27,8;28,82;28,82;795;667963
16/10/2012;27,67;28,09;27,34;28,06;28,06;405;479248
15/10/2012;28,02;28,05;26,86;27,33;27,33;615;1468667
12/10/2012;28,32;28,73;27,5;27,64;27,64;100;987535
11/10/2012;28,94;28,98;28,25;28,32;28,32;126;450571
10/10/2012;28,39;28,72;28,01;28,4;28,4;870;503563
9/10/2012;29,12;29,12;28,25;28,37;28,37;760;1192092
8/10/2012;28,86;29,4;28,61;29,25;29,25;500;889679
5/10/2012;29,7;29,81;28,68;28,89;28,89;510;938359
4/10/2012;30;30,1;28,65;29,4;29,4;164;1541207
3/10/2012;29,75;29,95;29,24;29,3;29,3;250;1050068
2/10/2012;29,28;29,89;29;29,8;29,8;26014;728969
1/10/2012;29,5;29,89;29;29,16;29,16;100;884305
28/9/2012;28,73;29,89;28,61;29,28;29,28;3026;4342689
27/9/2012;27,82;28,54;27,6;28,49;28,49;1600;1758153
26/9/2012;27,66;28,4;27,48;27,54;27,54;530;1527176
25/9/2012;28,62;29,48;27,53;27,66;27,66;115;5670068
24/9/2012;29,51;31,03;29,4;30,66;30,66;1779;1301404
21/9/2012;31,1;31,49;29,54;30,02;30,02;800;1869970
20/9/2012;30,93;31,5;30,68;30,9;30,9;3476;912372
19/9/2012;31;31,74;30,94;31,05;31,05;360;1048457
18/9/2012;31,88;31,9;30,68;31,34;31,34;267;1788480
17/9/2012;32,35;32,78;31,51;32,54;32,54;18000;3212741
14/9/2012;30;30,65;29,65;30,39;30,39;1200;1536569
13/9/2012;28,57;29,5;28,48;29,48;29,48;1200;1478686
12/9/2012;27,9;28,58;27,8;28,28;28,28;16000;1144834
11/9/2012;27,76;28,16;27,4;27,8;27,8;100;1014771
31/8/2012;28,61;28,84;28,2;28,52;28,52;1100;539736
30/8/2012;28,6;28,74;28,1;28,41;28,41;262;656307
29/8/2012;28,49;28,64;28,02;28,41;28,41;9397;838883
28/8/2012;28,4;29,38;28;28,69;28,69;400;1402656
27/8/2012;29,57;29,7;28,17;28,32;28,32;4428;1350325
24/8/2012;30,06;30,24;29,41;29,5;29,5;254;1429311
23/8/2012;30;30,85;29,65;30,73;30,73;100;1470974
22/8/2012;29,01;30,04;29,01;29,95;29,95;350;775490
21/8/2012;29,58;30;29;29,11;29,11;130;761516
20/8/2012;30,15;30,39;29,1;29,51;29,51;100;1179008
17/8/2012;30,29;30,71;29,98;30,01;30,01;339;508122
16/8/2012;29,53;30,39;29,5;30,3;30,3;200;668973
15/8/2012;29,39;29,7;28,81;29,4;29,4;5022;525385
14/8/2012;30,75;31,17;29,26;29,42;29,42;200;793336
13/8/2012;29,69;31,3;29,1;31,17;31,17;200;870050
10/8/2012;29,31;29,94;29,31;29,94;29,94;17694;707390
9/8/2012;29,52;30;29,13;29,41;29,41;976;672584
8/8/2012;29,9;30;28,59;29,09;29,09;100;1308895
7/8/2012;28,77;30,9;28,5;30,25;30,25;650;2387184
6/8/2012;27,55;28,7;27,55;28,27;28,27;4132;1528169
3/8/2012;26,9;27,55;26,74;27,27;27,27;1600;1209470
2/8/2012;26,84;26,85;25,52;26,1;26,1;180;1305016
1/8/2012;27,99;27,99;26,03;26,25;26,25;200;1591988
31/7/2012;27,54;27,97;27,35;27,42;27,42;300;1575060
30/7/2012;29,51;30,25;27,21;27,35;27,35;100;2065200
27/7/2012;28,71;29,66;28,1;29,51;29,51;37895;1670297
26/7/2012;29,9;30;27,64;28,13;28,13;100;2262205
25/7/2012;29,92;29,98;28,75;28,95;28,95;200;2831916
24/7/2012;30,66;31,04;29,62;29,84;29,84;120;1500251
23/7/2012;31,05;31,3;30,62;30,66;30,66;100;1386643
20/7/2012;32,07;32,25;31,25;31,79;31,79;100;1568466
19/7/2012;32,72;33,15;32,04;32,27;32,27;500;1435878
18/7/2012;31,42;33,67;31,06;32,15;32,15;100;2881884
17/7/2012;35;35,21;32,38;33,35;33,35;210;2569213
16/7/2012;34,32;36;33,9;35,96;35,96;3254;1743908
13/7/2012;32,97;34,4;32,83;34,25;34,25;100;1304612
12/7/2012;31,29;33,01;30,8;32,7;32,7;100;1125670
11/7/2012;31,57;31,68;31,01;31,51;31,51;200;638516
10/7/2012;31,54;32,48;30,89;31,27;31,27;250;758352
9/7/2012;30,94;31,83;30,67;31,49;31,49;3494;910409
6/7/2012;30,99;31,73;30,8;30,99;30,99;100;784461
5/7/2012;30,81;31,67;30,8;31,23;31,23;140;1253766
3/7/2012;30,6;31;30,4;30,66;30,66;200;947128
2/7/2012;31,35;31,8;30,19;30,4;30,4;8005;1315534
29/6/2012;32,8;32,8;31;31,29;31,29;3125;1125704
28/6/2012;31,9;32,11;30,62;31,41;31,41;264;914040
27/6/2012;31,9;32,45;31,57;31,96;31,96;16569;1047194
26/6/2012;32,05;32,35;31,39;31,61;31,61;100;2613849
25/6/2012;33,94;34,12;32,75;33,11;33,11;1870;1495174
22/6/2012;32,6;33,98;32,46;33,79;33,79;172;3018055
21/6/2012;34,26;34,28;31,84;32,19;32,19;2300;1891395
20/6/2012;33,5;34,5;33,21;33,78;33,78;500;3422342
19/6/2012;32,02;32,66;31,5;32,09;32,09;139;910829
18/6/2012;29,94;32,33;29,5;31,84;31,84;4450;1256796
15/6/2012;29,39;29,95;28,81;29,91;29,91;143;646737
14/6/2012;30,18;30,65;28,62;29,39;29,39;100;872161
13/6/2012;29,55;30,64;29,47;29,77;29,77;2158;844371
12/6/2012;29,23;29,84;28,81;29,66;29,66;1440;568994
11/6/2012;30,31;31;28,96;29,12;29,12;108;635317
8/6/2012;28,86;30,19;28,15;30,08;30,08;210;879409
7/6/2012;29,81;29,87;28,85;28,93;28,93;4900;492015
6/6/2012;28,2;29,45;28,14;29,22;29,22;253;909808
5/6/2012;27,84;28,39;27,56;27,91;27,91;300;630885
4/6/2012;28,03;28,41;27,11;27,88;27,88;29663;1030834
1/6/2012;28,53;29,16;27,76;28,15;28,15;400;885710
31/5/2012;30,07;30,29;28,75;29,5;29,5;100;1118701
